mjsdxxb12q3bA01	16的平方根是（)<br/>
mjkszyb8Aqzzzjc05	(2015 •三明）如图，在\\[\\vartriangle ABC\\]中，\\[\\angle ACB=90{}^\\circ \\] ，分别以点\\[A\\]和点\\[B\\]为圆心，以相同的长(大于\\[\\frac{1}{2}AB\\])为半径作弧，两弧相交于点\\[M\\]和点\\[N\\]，作直线\\[MN\\]交\\[AB\\]于点\\[D\\]，交\\[BC\\]于点\\[E\\]，连接\\[CD\\]，则下列结 论不一定正确的是\	（）<br/>
mjkszyb8Aqzzzjc06	如图，\\[\\angle ACB=90{}^\\circ \\] ，\\[E\\] 、\\[F\\]  为\\[AB\\]上的点，\\[AE=AC,BC=BF\\]，则\\[\\angle ECF\\]的度数为\	（\	）<br/>
mjkszyb8Aqzzzjc08	在等腰三角形中，有一个角是\\[50{}^\\circ \\]，则它的一条腰上的高与底边的夹角的度数是（）<br/>
mjkszyb8Aqzzzjc12	(2016 •湘西州）一个等腰三角形的一边长为4 cm，另一边长为5 cm,那么这个等腰三角形的周长为_________cm.<br/>
mjkszyb8Aqzzzjc16	如图，在\\[\\vartriangle ABC\\]中，\\[\\angle ACB=90{}^\\circ \\] ，以它的各边为边向外作三个正方形，面积分别为\\[{{S}_{_{1}}},{{S}_{2}},{{S}_{3}}\\]已知\\[{{S}_{1}}=35,{{S}_{3}}=100\\]，则\\[{{S}_{2}}=\\]_______\	.<br/>
mjkszyb8Aqzzzjc18	(2016 •金华改编）如图，在直角三角形纸片\\[ABC\\]中，\\[\\angle ACB=90{}^\\circ ,AC=6,BC=8\\] ，点\\[D\\]在边\\[BC\\]上，以\\[AD\\]为折痕，将\\[\\vartriangle ABD\\]折叠得到\\[\\vartriangle AB'D\\]，\\[AB'\\] 与边\\[BC\\]交于点\\[E\\].若\\[\\vartriangle DEB'\\]是以\\[DB'\\]为斜边的直角三角形，则\\[BD\\]的长是________\	.<br/>
mjkszyb8Aqzzzjc23	木工师傅为了让尺子经久耐用，常常在尺子的直角顶点与斜边之间加一根小木（如图①）, 图②为其示意图，若\\[\\angle BAC=90{}^\\circ \\]线段\\[AB\\]的长为7,线段\\[AC\\]的长为24,求小木条\\[AD\\]的最短长度.<br/>
mjkszyb8Aqzzzjc24	如图，在\\[\\vartriangle ABC\\]中，\\[\\angle C=90{}^\\circ \\] ，\\[AD\\] 是\\[\\angle BAC\\]的平分线，\\[DE\\bot AB\\] 于点\\[E\\]，点\\[F\\]在\\[AC\\]上，且\\[BD=DF\\]<br/>(1)\	求证:\\[CF=EB\\] ;<br/>(2)\	直接写出\\[AB\\]、\\[AF\\]、\\[EB\\]之间的数量关系.<br/>
mjkszyb8Aqzzzjc25	如图，在\\[\\vartriangle ABC\\]中，\\[AB=AC\\] ，\\[BC=BD=ED=EA\\] ，求\\[\\angle A\\]的度数.<br/><br/>
mjkszyjsbqmfxzt501	下列说法：①平角是一条直线；②线段<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt501__img_0.png?t=1509180683300' style='width:18.75pt;height:13.50pt;max-width:100%;'/>的长度是点<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt501__img_1.png?t=1509180683394' style='width:10.50pt;height:13.50pt;max-width:100%;'/>与到点<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt501__img_2.png?t=1509180683503' style='width:11.25pt;height:13.50pt;max-width:100%;'/>之间的距离；③射线<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt501__img_3.png?t=1509180683582' style='width:18.75pt;height:13.50pt;max-width:100%;'/>与射线<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt501__img_4.png?t=1509180683660' style='width:18.00pt;height:13.50pt;max-width:100%;'/>表示同一条射线；④在同一平面内，过直线外一点有且只有一条直线与已知直线平行；⑤圆柱的表面展开图是长方形.其中，正确的有（   ）<br/>
mjkszyjsbqmfxzt502	若<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt502__img_0.png?t=1509180689582' style='width:20.25pt;height:12.75pt;max-width:100%;'/>与<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt502__img_1.png?t=1509180689675' style='width:20.25pt;height:17.25pt;max-width:100%;'/>互为补角，则（   ）<br/>
mjkszyjsbqmfxzt503	(2016·长沙)下列各图中，<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt503__img_0.png?t=1509180695285' style='width:15.00pt;height:13.50pt;max-width:100%;'/>与<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt503__img_1.png?t=1509180697863' style='width:18.00pt;height:13.50pt;max-width:100%;'/>互为余角的是（   ）<br/>
mjkszyjsbqmfxzt504	如图，从<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt504__img_0.png?t=1509180703425' style='width:10.50pt;height:13.50pt;max-width:100%;'/>地到<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt504__img_1.png?t=1509180703503' style='width:11.25pt;height:13.50pt;max-width:100%;'/>地有多条道路.一般地，人们会走中间的道路，而不会走其他曲折的路，这是因为（   ）<br/>
mjkszyjsbqmfxzt505	如图.<br/> （1）<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt505__img_0.png?t=1509181367378' style='width:99.74pt;height:13.50pt;max-width:100%;'/>________；<br/>（2）若<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt505__img_1.png?t=1509181367441' style='width:20.25pt;height:13.50pt;max-width:100%;'/>是<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt505__img_2.png?t=1509181367519' style='width:36.75pt;height:13.50pt;max-width:100%;'/>的平分线，则<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt505__img_3.png?t=1509181367613' style='width:55.49pt;height:13.50pt;max-width:100%;'/>________<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt505__img_4.png?t=1509181367707' style='width:30.00pt;height:30.00pt;max-width:100%;'/>________.<br/><br/>
mjkszyjsbqmfxzt506	（1）<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt506__img_0.png?t=1509181373628' style='width:43.49pt;height:13.50pt;max-width:100%;'/>________<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt506__img_1.png?t=1509181373722' style='width:7.50pt;height:9.00pt;max-width:100%;'/>________<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt506__img_2.png?t=1509181373800' style='width:5.25pt;height:8.25pt;max-width:100%;'/>________<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt506__img_3.png?t=1509181373894' style='width:6.75pt;height:9.00pt;max-width:100%;'/>；<br/>（2）若一个角的余角比它的补角的<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt506__img_4.png?t=1509181373988' style='width:12.00pt;height:30.75pt;max-width:100%;'/>多<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt506__img_5.png?t=1509181374082' style='width:12.75pt;height:13.50pt;max-width:100%;'/>，则这个角的度数为________.<br/>
mjkszyjsbqmfxzt507	在数轴上，点<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt507__img_0.png?t=1509181380488' style='width:10.50pt;height:13.50pt;max-width:100%;'/>（表示整数<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt507__img_1.png?t=1509181380566' style='width:9.75pt;height:11.25pt;max-width:100%;'/>）在原点的左侧，点<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt507__img_2.png?t=1509181380628' style='width:11.25pt;height:13.50pt;max-width:100%;'/>（表示整数<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt507__img_3.png?t=1509181380722' style='width:9.75pt;height:13.50pt;max-width:100%;'/>）在原点的右侧.若<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt507__img_4.png?t=1509181380800' style='width:65.99pt;height:20.25pt;max-width:100%;'/>，且<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt507__img_5.png?t=1509181380910' style='width:55.49pt;height:13.50pt;max-width:100%;'/>，则<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt507__img_6.png?t=1509181380988' style='width:26.25pt;height:13.50pt;max-width:100%;'/>的值为________.<br/>
mjkszyjsbqmfxzt508	如图，直线<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt508__img_0.png?t=1509180741332' style='width:18.75pt;height:13.50pt;max-width:100%;'/>与<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt508__img_1.png?t=1509180741425' style='width:20.25pt;height:13.50pt;max-width:100%;'/>相交于点<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt508__img_2.png?t=1509180741503' style='width:12.00pt;height:13.50pt;max-width:100%;'/>，<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt508__img_3.png?t=1509180741628' style='width:19.50pt;height:13.50pt;max-width:100%;'/>是<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt508__img_4.png?t=1509180741707' style='width:36.00pt;height:13.50pt;max-width:100%;'/>的平分线，<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt508__img_5.png?t=1509180741785' style='width:49.49pt;height:13.50pt;max-width:100%;'/>.<br/>（1）若<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt508__img_6.png?t=1509180741863' style='width:64.49pt;height:13.50pt;max-width:100%;'/>，求<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt508__img_7.png?t=1509180741957' style='width:37.50pt;height:13.50pt;max-width:100%;'/>和<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt508__img_8.png?t=1509180742050' style='width:36.75pt;height:13.50pt;max-width:100%;'/>的度数.<br/>（2）试问<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt508__img_9.png?t=1509180742144' style='width:36.75pt;height:13.50pt;max-width:100%;'/>与<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt508__img_10.png?t=1509180742207' style='width:36.00pt;height:13.50pt;max-width:100%;'/>之间又怎样的大小关系？为什么？<br/><br/>
mjkszyjsbqmfxzt509	已知线段<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt509__img_0.png?t=1509180749675' style='width:48.74pt;height:13.50pt;max-width:100%;'/>，在直线<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt509__img_1.png?t=1509180749769' style='width:18.75pt;height:13.50pt;max-width:100%;'/>上画线段<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt509__img_2.png?t=1509180749832' style='width:51.74pt;height:13.50pt;max-width:100%;'/>，则线段<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt509__img_3.png?t=1509180749910' style='width:20.25pt;height:13.50pt;max-width:100%;'/>的长度为（   ）<br/>
mjkszyjsbqmfxzt510	(2015·厦门)如图，在三角形<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt510__img_0.png?t=1509180761394' style='width:28.50pt;height:13.50pt;max-width:100%;'/>中，<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt510__img_1.png?t=1509180761488' style='width:49.49pt;height:13.50pt;max-width:100%;'/> 0，点<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt510__img_2.png?t=1509180761582' style='width:12.75pt;height:13.50pt;max-width:100%;'/>、<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt510__img_3.png?t=1509180761691' style='width:12.00pt;height:13.50pt;max-width:100%;'/>分别在边<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt510__img_4.png?t=1509180762003' style='width:20.25pt;height:13.50pt;max-width:100%;'/>、<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt510__img_5.png?t=1509180762082' style='width:18.75pt;height:13.50pt;max-width:100%;'/>上.若<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt510__img_6.png?t=1509180762175' style='width:64.49pt;height:13.50pt;max-width:100%;'/>，则下列结论正确的是（   ）<br/>
mjkszyjsbqmfxzt511	已知<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt511__img_0.png?t=1509180767285' style='width:20.25pt;height:12.75pt;max-width:100%;'/>与<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt511__img_1.png?t=1509180767378' style='width:20.25pt;height:17.25pt;max-width:100%;'/>是两个钝角，计算<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt511__img_2.png?t=1509180767457' style='width:67.49pt;height:30.75pt;max-width:100%;'/>的值.甲、乙、丙、丁四名同学算出了四种不同的答案，分别为24°、48°、76°、86°.其中只有一个答案是正确的，则这个正确的答案是（   ）<br/>
mjkszyjsbqmfxzt512	两条直线相交可以形成2对对顶角，那么同一平面内四条直线最多可以形成对顶角（   ）<br/>
mjkszyjsbqmfxzt513	若一个锐角是<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt513__img_0.png?t=1509181393253' style='width:35.25pt;height:13.50pt;max-width:100%;'/>，则它的余角的度数为________，它的补角的度数为________.<br/>
mjkszyjsbqmfxzt514	如图，<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt514__img_0.png?t=1509181399066' style='width:41.99pt;height:13.50pt;max-width:100%;'/>，<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt514__img_1.png?t=1509181399144' style='width:49.49pt;height:13.50pt;max-width:100%;'/>，点<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt514__img_2.png?t=1509181399269' style='width:11.25pt;height:13.50pt;max-width:100%;'/>、<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt514__img_3.png?t=1509181399363' style='width:12.00pt;height:13.50pt;max-width:100%;'/>、<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt514__img_4.png?t=1509181399457' style='width:12.75pt;height:13.50pt;max-width:100%;'/>在同一直线上，则<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt514__img_5.png?t=1509181399550' style='width:28.50pt;height:13.50pt;max-width:100%;'/>________°<br/>
mjkszyjsbqmfxzt515	已知线段<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt515__img_0.png?t=1509181509316' style='width:56.24pt;height:13.50pt;max-width:100%;'/>，<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt515__img_1.png?t=1509181509394' style='width:11.25pt;height:13.50pt;max-width:100%;'/>是线段<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt515__img_2.png?t=1509181509472' style='width:18.75pt;height:13.50pt;max-width:100%;'/>的中点，<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt515__img_3.png?t=1509181509550' style='width:12.75pt;height:13.50pt;max-width:100%;'/>是线段<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt515__img_4.png?t=1509181509644' style='width:20.25pt;height:13.50pt;max-width:100%;'/>的中点，点<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt515__img_5.png?t=1509181509722' style='width:12.00pt;height:13.50pt;max-width:100%;'/>在线段<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt515__img_6.png?t=1509181509816' style='width:18.75pt;height:13.50pt;max-width:100%;'/>上，且<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt515__img_7.png?t=1509181509894' style='width:56.24pt;height:30.75pt;max-width:100%;'/>，则<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt515__img_8.png?t=1509181509957' style='width:30.00pt;height:13.50pt;max-width:100%;'/>________.<br/>
mjkszyjsbqmfxzt516	在如图所示的方格纸中，每个小正方形的顶点都叫做格点.已知格点三角形\\[ABC\\].<br/>（1）按要求画图，过点\\[A\\]和一格点\\[D\\]画出\\[BC\\]的平行线\\[AD\\]；过点\\[A\\]和一格点\\[E\\]画\\[BC\\]的垂线\\[AE\\]，并在图中标出格点\\[D\\]和\\[E\\].<br/>（2）设每个小正方形的边长为1，则三角形\\[ABC\\]的面积为          .<br/>
mjkszyjsbqmfxzt517	如图，<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_0.png?t=1509180836347' style='width:68.99pt;height:13.50pt;max-width:100%;'/>，射线<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_1.png?t=1509180836425' style='width:20.25pt;height:13.50pt;max-width:100%;'/>从<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_2.png?t=1509180836503' style='width:18.00pt;height:13.50pt;max-width:100%;'/>开始，绕点<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_3.png?t=1509180836582' style='width:12.00pt;height:13.50pt;max-width:100%;'/>逆时针旋转，旋转的速度为每分钟20°；射线<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_4.png?t=1509180836691' style='width:20.25pt;height:13.50pt;max-width:100%;'/>从<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_5.png?t=1509180836769' style='width:18.75pt;height:13.50pt;max-width:100%;'/>开始，绕点<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_6.png?t=1509180836863' style='width:12.00pt;height:13.50pt;max-width:100%;'/>逆时针旋转，旋转的速度为每分钟5°，<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_7.png?t=1509180836941' style='width:20.25pt;height:13.50pt;max-width:100%;'/>和<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_8.png?t=1509180837019' style='width:20.25pt;height:13.50pt;max-width:100%;'/>同时旋转，设旋转的时间为<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_9.png?t=1509180837097' style='width:6.75pt;height:11.25pt;max-width:100%;'/>分钟（<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_10.png?t=1509180837175' style='width:46.49pt;height:13.50pt;max-width:100%;'/>）.<br/>（1）当<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_11.png?t=1509180837285' style='width:16.50pt;height:12.00pt;max-width:100%;'/>        时，射线<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_12.png?t=1509180837425' style='width:20.25pt;height:13.50pt;max-width:100%;'/>与<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_13.png?t=1509180837503' style='width:20.25pt;height:13.50pt;max-width:100%;'/>重合.<br/>（2）当<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_14.png?t=1509180837597' style='width:6.75pt;height:11.25pt;max-width:100%;'/>为何值时，射线<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_15.png?t=1509180837675' style='width:49.49pt;height:13.50pt;max-width:100%;'/>？<br/>（3）试探索：在射线<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_16.png?t=1509180837738' style='width:20.25pt;height:13.50pt;max-width:100%;'/>与<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_17.png?t=1509180837832' style='width:20.25pt;height:13.50pt;max-width:100%;'/>旋转的过程中，是否存在某个时刻，使得射线<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_18.png?t=1509180837894' style='width:20.25pt;height:13.50pt;max-width:100%;'/>、<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_19.png?t=1509180837988' style='width:18.75pt;height:13.50pt;max-width:100%;'/>与<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_20.png?t=1509180838066' style='width:20.25pt;height:13.50pt;max-width:100%;'/>中的某一条射线是另外两条射线所夹角的平分线？若存在，请求出所有满足题意的<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsbqmfxzt517__img_21.png?t=1509180838144' style='width:6.75pt;height:11.25pt;max-width:100%;'/>的取值；若不存在，请说明理由.<br/>
mjmkylkszyb8Bp10c0202	如果把分式\\[\\frac{x+2y}{x+y}\\]中的\\[x\\]和\\[y\\]都缩小为原来的\\[\\frac{1}{3}\\]，那么分式的值（）<br/>
mjmkylkszyb8Bp10c0203	对于分式\\[\\frac{1}{x+1}\\]的变形，下列各式一定成立的是（ ）<br/>
mjmkylkszyb8Bp10c0204	分式\\[\\frac{2}{2-x}\\]可变形为（）<br/>
mjmkylkszyb8Bp10c020501	\\[\\frac{a+b}{ab}=\\frac{\\left( {} \\right)}{{{a}^{2}}b}\\]；<br/>
mjmkylkszyb8Bp10c020502	\\[\\frac{{{x}^{2}}+xy}{{{x}^{2}}}=\\frac{\\left( {} \\right)}{x}\\]；<br/>
mjmkylkszyb8Bp10c020503	\\[\\frac{\\left( {} \\right)}{xy}=\\frac{2y}{2x{{y}^{2}}}\\]；<br/>
mjmkylkszyb8Bp10c020504	\\[\\frac{{{m}^{2}}+m}{mn}=\\frac{\\left( {} \\right)}{n}\\]； <br/>
mjmkylkszyb8Bp10c020505	\\[\\frac{-\\left( a-b \\right)}{m}=\\frac{ac-bc}{-\\left( {} \\right)}\\]；<br/>
mjmkylkszyb8Bp10c020506	\\[\\frac{2{{a}^{2}}+2ab}{3ab+3{{b}^{2}}}=\\frac{2a}{\\left( {} \\right)}\\].<br/>
mjmkylkszyb8Bp10c020601	\\[-\\frac{-5x}{2y}=\\]_________; <br/>
mjmkylkszyb8Bp10c020602	\\[-\\frac{-\\left( 4a+b \\right)}{-3b}=\\]_______.<br/>
mjmkylkszyb8Bp10c0207	当\\[\\frac{3mn}{5m-10n}=\\frac{9{{m}^{2}}{{n}^{2}}}{5A}\\]时，\\[A\\]代表的整式是______. <br/>
mjmkylkszyb8Bp10c0208	不改变分式的值，使下列分式中分子和分母的最高次项的系数为正数：<br/>(1)\\[\\frac{7x-{{x}^{2}}+10}{2+{{x}^{2}}}\\]； (2)\\[\\frac{1-{{x}^{3}}}{3+2x+5{{x}^{2}}}\\]；  (3)\\[\\frac{-{{m}^{3}}-{{m}^{2}}}{-{{m}^{2}}+m}\\].<br/>
mjmkylkszyb8Bp10c0209	不改变分式的值，把下列分式的分子和分母中各项的系数均化为整数：<br/>(1)\\[\\frac{0.5x+y}{0.2x-4}\\]；  (2)\\[\\frac{0.01{{x}^{2}}-0.2x}{1.3{{x}^{2}}+0.24x}\\]；  (3)\\[\\frac{\\frac{1}{4}x-0.2y}{1.5x+y}\\].<br/>
